0	0
1	130
2	165
3	160
4	160
5	157
6	155
7	155
8	155
9	154
10	155
11	156
12	155
13	157
14	161
15	165
16	167
17	167
18	170
19	174
20	177
21	175
22	178
23	182
24	181
25	175
26	180
27	196
28	207
29	209
30	209
31	208
32	203
33	197
34	187
35	183
36	197
37	199
38	190
39	178
40	172
41	169
42	159
43	146
44	135
45	131
46	137
47	143
48	145
49	145
50	140
51	140
52	142
53	145
54	146
55	145
56	145
57	141
58	134
59	134
60	136
61	139
62	138
63	135
64	135
65	140
66	142
67	146
68	146
69	138
70	127
71	127
72	135
73	144
74	149
75	148
76	150
77	155
78	158
79	159
80	160
81	165
82	165
83	163
84	163
85	168
86	170
87	170
88	172
89	170
90	164
91	162
92	164
93	165
94	162
95	160
96	160
97	160
98	160
99	160
100	153
101	151
102	150
103	157
104	171
105	180
106	174
107	165
108	169
109	173
110	179
111	184
112	193
113	193
114	197
115	209
116	211
117	210
118	211
119	210
120	207
121	207
122	198
123	198
124	205
125	201
126	192
127	194
128	198
129	197
130	194
131	197
132	198
133	193
134	195
135	196
136	191
137	188
138	190
139	192
140	194
141	191
142	188
143	188
144	186
145	182
146	182
147	183
148	185
149	188
150	191
151	195
152	194
153	189
154	187
155	185
156	180
157	175
158	171
159	174
160	173
161	172
162	177
163	178
164	175
165	176
166	188
167	202
168	208
169	217
170	222
171	225
172	229
173	226
174	225
175	224
176	223
177	219
178	220
179	220
180	218
181	213
182	216
183	227
184	228
185	229
186	224
187	227
188	224
189	232
190	242
191	240
192	245
193	244
194	184
195	0
196	206
197	307
198	308
199	313
200	316
201	318
202	325
203	330
204	325
205	322
206	320
207	315
208	316
209	320
210	325
211	328
212	327
213	317
214	318
215	324
216	321
217	324
218	325
219	328
220	330
221	327
222	325
223	335
224	340
225	342
226	342
227	346
228	345
229	345
230	350
231	350
232	353
233	353
234	357
235	360
236	360
237	361
238	357
239	355
240	357
241	359
242	370
243	376
244	370
245	371
246	379
247	383
248	314
249	375
250	362
251	361
252	379
253	389
254	387
255	387
256	387
257	385
258	388
259	392
260	396
261	401
262	407
263	409
264	404
265	402
266	405
267	404
268	405
269	398
270	392
271	406
272	395
273	405
274	408
275	412
276	413
277	411
278	412
279	413
280	415
281	421
282	424
283	423
284	420
285	423
286	419
287	405
288	415
289	419
290	412
291	416
292	416
293	417
294	423
295	400
296	413
297	405
298	420
299	424
300	426
301	424
302	420
303	409
304	412
305	409
306	404
307	409
308	410
309	409
310	403
311	401
312	410
313	408
314	397
315	388
316	396
317	368
318	334
319	345
320	335
321	330
322	321
323	317
324	318
325	307
326	311
